Business Summary Report,
,,,
,
,
,Agreement Document No,Currency,Amount,Pool Mode?,,Status,Number of Invoices,Total Invoice Amount,Invoice Balance,Available Financing Amount,Total Financing Amount,Financing Balance,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010905nm,SCFUS2305755doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010905001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010907nm,SCFUS2305756doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010907001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010909nm,SCFUS2305757doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010909001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010911nm,SCFUS2305758doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010911001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010913nm,SCFUS2305759doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010913001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010915nm,SCFUS2305760doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010915001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010917nm,SCFUS2305761doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010917001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010920nm,SCFUS2305762doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010920001nm,Active,3,"23 000.00","13 000.00","10 400.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,3,"23 000.00","13 000.00","10 400.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010922nm,SCFUS010922doc,USD,"100 000.00",POOL,,,,,,,,,
,,,,,C010922nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010923nm,SCFU010923doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C010923nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010976nm,SCFUS2305791doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,C010976001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010979nm,SCFUS2305792doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010979001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010986nm,SCFUS2305801doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010986001nm,Active,2,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010988nm,SCFUS2305802doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010988001nm,Active,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010990nm,SCFUS2305803doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010990001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,C010990001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010993nm,SCFUS2305804doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010993001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,C010993001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010996nm,SCFUS2305805doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010996001nm,Active,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C010998nm,SCFUS2305806doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C010998001nm,Active,2,"20 000.00","20 000.00","16 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","20 000.00","16 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011000nm,SCFUS2305807doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011000001nm,Active,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011025nm,SCFUS2305817doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011025001nm,Active,70,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,70,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011029nm,SCFUS2305818doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011029001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011031nm,SCFUS2305819doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011031001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011054nm,SCFUS2305822doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011054001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011063nm,SCFUS2305824doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011063001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011065nm,SCFUS2305825doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011065001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011067nm,SCFUS2305826doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011067001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011138nm,SCFUS2305829doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011138001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011141nm,SCFUS2305830doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011141001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011143nm,SCFUS2305832doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011143001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011150nm,SCFUS2305831doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011150001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011152nm,SCFUS2305833doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011152001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011248nm,SCFUS2305877doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011248001nm,Active,4,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,4,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011251nm,SCFUS2305878doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011251001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011253nm,SCFUS2305879doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011253001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011255nm,SCFUS2305880doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011255001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011257nm,SCFUS2305881doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011257001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011259nm,SCFUS2305882doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011259001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011261nm,SCFUS2305883doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011261001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011263nm,SCFUS2305884doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011263001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011265nm,SCFUS2305885doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011265001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011267nm,SCFUS2305886doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011267001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011269nm,SCFUS2305887doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011269001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011271nm,SCFUS2305888doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011271001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011273nm,SCFUS2305889doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011273001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011275nm,SCFUS2305890doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011275001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011277nm,SCFUS2305891doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011277001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011279nm,SCFUS2305892doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011279001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011281nm,SCFUS2305893doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011281001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011283nm,SCFUS2305894doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,C011283001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011285nm,SCFUS2305895doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011285001nm,Active,1,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011287nm,SCFUS2305896doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011287001nm,Active,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011289nm,SCFUS2305897doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011289001nm,Active,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011295nm,SCFUS2305900doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011295001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011297nm,SCFUS2305901doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011297001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011299nm,RDC011299doc,USD,"900 000 000.00",POOL,,,,,,,,,
,,,,,C011299001nm,Active,4,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,4,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011301nm,SCFUS2305904doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011301cpnm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011303nm,SCFUS2305905doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011303cpnm,Active,100,"191 758 922.00","191 654 500.00","153 323 600.00","83 537.60",0.00,
,,,,,,,,,,,,,
,,,,,,,100,"191 758 922.00","191 654 500.00","153 323 600.00","83 537.60",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011305nm,SCFUS2305902doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011305001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011307nm,SCFUS2305906doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011307001nm,Active,1,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011309nm,SCFUS2305907doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011309001nm,Active,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011311nm,SCFUS2305908doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011311001nm,Active,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","10 000.00","8 000.00","8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011313nm,SCFUS2305909doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011313001nm,Active,1,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011315nm,SCFUS2305910doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011315001nm,Active,1,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011317nm,SCFUS2305911doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011317001nm,Active,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011320nm,SCFUS2305912doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011320001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011322nm,SCFUS2305913doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011322001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011324nm,SCFUS2305914doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011324001nm,Active,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00",0.00,0.00,"8 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011326nm,C011326doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C011326001nm,Active,9,"131 500.00",0.00,0.00,"57 200.00",0.00,
,,,,,,,,,,,,,
,,,,,,,9,"131 500.00",0.00,0.00,"57 200.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011328nm,SCFUS2305917doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C011328001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011330nm,RD20231221doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011330001nm,Active,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,1,"10 000.00","10 000.00","8 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011337nm,SCFUS2305922doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C011337001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011339nm,SCFUS2305924doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C011339001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011341nm,SCFUS2305923doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C011341001nm,Active,2,"20 000.00","20 000.00",0.00,"16 000.00","16 000.00",
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","20 000.00",0.00,"16 000.00","16 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011344nm,SCFC011344doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C011344001nm,Active,2,"10 300.00","10 300.00","8 240.00","8 240.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"10 300.00","10 300.00","8 240.00","8 240.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011346nm,C011346doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C011346001nm,Active,2,"1 500.00",0.00,0.00,"1 200.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"1 500.00",0.00,0.00,"1 200.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011348nm,SCFUS2305930doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C011348001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011350nm,SCFUS2305933doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C011350001nm,Active,2,"20 000.00","20 000.00","16 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","20 000.00","16 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011352nm,SCFUS2305936doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C011352001nm,Active,2,"20 000.00","20 000.00","16 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","20 000.00","16 000.00",0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011354nm,SCFUS2305937doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C011354001nm,Active,2,"20 000.00","20 000.00",0.00,"16 000.00","16 000.00",
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00","20 000.00",0.00,"16 000.00","16 000.00",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011357nm,SCFUS2305935doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C011357001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011359nm,SCFUS2305938doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C011359001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011361nm,SCFUS2305940doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C011361001nm,Active,2,"20 000.00",0.00,0.00,"16 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00",0.00,0.00,"16 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011363nm,SCFUS2305941doc,USD,"1 000 000.00",POOL,,,,,,,,,
,,,,,C011363001nm,Active,2,"20 000.00",0.00,0.00,"16 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,2,"20 000.00",0.00,0.00,"16 000.00",0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011429nm,SCFUS2405972doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011429001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011634nm,C011634doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011634001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011640nm,C011640No001,USD,"999 999 999.00",,,,,,,,,,
,,,,,Customer Name 3230001,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011669nm,SCFUS2406096doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011669001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011671nm,SCFUS2406097doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,C011671001nm,Active,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,0,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C011673nm,SCFUS2406098doc,USD,"1 000 000.00",,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
